45.0,80.0,0.0
45.0,80.0,0.463917
55.0,80.0,0.309278
57.0,80.0,0.309278
55.0,80.0,0.309278
52.0,80.0,0.0
45.0,80.0,0.0
45.0,80.0,0.463917
55.0,80.0,0.309278
57.0,80.0,0.309278
55.0,80.0,0.309278
52.0,80.0,0.0
41.0,80.0,0.0
41.0,80.0,0.463917
55.0,80.0,0.309278
57.0,80.0,0.309278
55.0,80.0,0.309278
52.0,80.0,0.0
43.0,80.0,0.0
43.0,80.0,0.463917
55.0,80.0,0.309278
57.0,80.0,0.309278
55.0,80.0,0.309278
52.0,80.0,0.0
45.0,80.0,0.0
45.0,80.0,0.463917
55.0,80.0,0.309278
57.0,80.0,0.309278
55.0,80.0,0.309278
52.0,80.0,0.0
45.0,80.0,0.0
45.0,80.0,0.463917
55.0,80.0,0.309278
57.0,80.0,0.309278
55.0,80.0,0.309278
52.0,80.0,0.0
41.0,80.0,0.0
41.0,80.0,0.463917
55.0,80.0,0.309278
57.0,80.0,0.309278
55.0,80.0,0.309278
52.0,80.0,0.0
43.0,80.0,0.0
43.0,80.0,0.463917
55.0,80.0,0.309278
57.0,80.0,0.309278
55.0,80.0,0.309278
52.0,80.0,0.0
45.0,80.0,0.0
45.0,80.0,0.463917
55.0,80.0,0.309278
57.0,80.0,0.309278
55.0,80.0,0.309278
52.0,80.0,0.0
45.0,80.0,0.0
45.0,80.0,0.463917
55.0,80.0,0.309278
57.0,80.0,0.309278
55.0,80.0,0.309278
52.0,80.0,0.0
41.0,80.0,0.0
41.0,80.0,0.463917
55.0,80.0,0.309278
57.0,80.0,0.309278
55.0,80.0,0.309278
52.0,80.0,0.0
43.0,80.0,0.0
43.0,80.0,0.463917
55.0,80.0,0.309278
57.0,80.0,0.309278
55.0,80.0,0.309278
57.0,80.0,0.0
57.0,80.0,0.0
59.0,80.0,0.309278
60.0,80.0,0.0
62.0,80.0,0.0
59.0,80.0,0.0
62.0,80.0,0.309278
60.0,80.0,0.309278
59.0,80.0,0.309278
57.0,80.0,0.309278
59.0,80.0,0.309278
57.0,80.0,0.309278
55.0,80.0,0.0
60.0,80.0,0.0
59.0,80.0,0.309278
60.0,80.0,0.309278
59.0,80.0,0.309278
69.0,80.0,0.309278
55.0,80.0,0.309278
57.0,80.0,0.309278
59.0,80.0,0.309278
84.0,80.0,0.309278
59.0,80.0,0.309278
69.0,80.0,1.855668
57.0,80.0,0.309278
59.0,80.0,0.309278
60.0,80.0,0.0
62.0,80.0,0.0
59.0,80.0,0.0
62.0,80.0,0.309278
60.0,80.0,0.309278
59.0,80.0,0.309278
57.0,80.0,0.309278
59.0,80.0,0.309278
57.0,80.0,0.309278
